EmployeeID,Age,Department,DistanceFromHome,EducationField,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,YearsAtCompany,OverTime,Attrition
716,48,Marketing,11,Marketing,Manager,Low,46504,4,0,Yes,Yes
717,38,Human Resources,29,Human Resources,Research Scientist,Low,79815,4,1,Yes,No
718,38,Marketing,1,Marketing,Manager,Medium,53071,3,3,No,No
719,33,Research & Development,13,Human Resources,Sales Representative,High,38978,1,1,No,No
720,36,Human Resources,10,Marketing,Laboratory Technician,Medium,83848,2,5,No,No
721,40,Finance,8,Human Resources,Research Director,Medium,56294,1,3,No,Yes
722,19,Human Resources,4,Marketing,Research Scientist,High,25165,3,7,No,No
723,23,Marketing,4,Marketing,Research Director,Low,97737,3,14,No,No
724,44,Sales,1,Medical,Healthcare Representative,Medium,50070,3,0,Yes,No
725,38,Human Resources,2,Human Resources,Research Scientist,Medium,32635,0,2,Yes,No
726,35,Finance,1,Human Resources,Sales Representative,Medium,13221,1,1,No,No
727,37,Research & Development,8,Human Resources,Research Scientist,High,18237,0,0,No,No
728,40,Sales,1,Life Sciences,Manager,Medium,84971,2,8,Yes,No
729,31,Research & Development,20,Marketing,Laboratory Technician,Medium,86667,4,7,Yes,No
730,29,Human Resources,7,Human Resources,Human Resources,Medium,37897,2,3,Yes,No
731,38,Marketing,12,Other,Laboratory Technician,Medium,14986,3,3,No,No
732,27,Marketing,5,Life Sciences,Laboratory Technician,Medium,21089,4,0,Yes,Yes
733,41,Finance,8,Medical,Healthcare Representative,Medium,16124,2,4,No,No
734,19,Marketing,28,Human Resources,Sales Representative,Low,15834,3,7,No,Yes
735,47,Sales,1,Human Resources,Research Director,Low,100047,3,4,No,Yes
736,41,Marketing,2,Life Sciences,Sales Representative,Medium,101717,3,1,Yes,No
737,39,Finance,15,Marketing,Human Resources,Medium,20734,1,5,Yes,No
738,46,Human Resources,1,Other,Healthcare Representative,High,36157,2,2,No,No
739,53,Human Resources,1,Medical,Laboratory Technician,High,19103,1,3,No,No
740,47,Marketing,4,Human Resources,Manager,High,36039,0,3,No,No
741,18,Research & Development,1,Marketing,Healthcare Representative,Medium,82425,2,2,No,No
742,24,Human Resources,8,Other,Manufacturing Director,Medium,62277,1,6,No,No
743,30,Marketing,2,Other,Research Scientist,Medium,54411,7,10,No,No
744,37,Finance,22,Medical,Sales Representative,Low,32955,1,0,No,Yes
745,42,Marketing,15,Technical Degree,Healthcare Representative,Low,68253,2,13,No,Yes
746,29,Human Resources,12,Other,Manufacturing Director,Medium,50178,2,3,Yes,Yes
747,38,Finance,9,Technical Degree,Research Director,High,44442,5,6,Yes,Yes
748,29,Marketing,19,Other,Human Resources,Low,34279,2,9,Yes,Yes
749,30,Sales,2,Medical,Human Resources,Low,42581,2,3,Yes,Yes
750,22,Finance,20,Life Sciences,Laboratory Technician,High,41945,0,9,No,No
751,27,Sales,15,Medical,Laboratory Technician,Medium,27702,1,0,No,No
752,23,Research & Development,13,Medical,Healthcare Representative,High,24650,0,0,No,Yes
753,27,Finance,8,Life Sciences,Healthcare Representative,High,22060,4,5,No,No
754,47,Sales,2,Life Sciences,Research Scientist,High,22778,1,10,Yes,No
755,27,Human Resources,5,Marketing,Sales Executive,Medium,33055,4,11,No,No
756,63,Human Resources,15,Other,Research Director,Medium,30444,3,5,Yes,No
757,41,Research & Development,1,Marketing,Laboratory Technician,Medium,26625,2,3,No,No
758,38,Finance,15,Life Sciences,Sales Executive,Medium,25657,2,2,No,No
759,28,Finance,2,Technical Degree,Sales Executive,Medium,42021,3,19,No,No
760,44,Finance,1,Technical Degree,Research Scientist,Low,72316,3,1,No,Yes
761,31,Research & Development,1,Medical,Manager,Medium,36117,2,6,Yes,No
762,38,Finance,1,Human Resources,Manager,Medium,34955,3,3,No,No
763,62,Human Resources,7,Medical,Laboratory Technician,High,22755,3,4,Yes,No
764,36,Sales,2,Medical,Manufacturing Director,High,32482,5,2,Yes,Yes
765,48,Human Resources,45,Human Resources,Research Scientist,Medium,65852,0,16,No,No
766,29,Human Resources,8,Other,Research Scientist,Low,61006,1,4,Yes,No
767,36,Sales,1,Life Sciences,Sales Representative,High,58923,3,13,No,No
768,54,Human Resources,11,Technical Degree,Sales Executive,Medium,57984,3,0,No,Yes
769,30,Research & Development,22,Medical,Sales Representative,High,45178,1,4,No,No
770,55,Sales,13,Human Resources,Sales Executive,High,44382,0,6,Yes,Yes
771,44,Human Resources,1,Marketing,Manager,Low,41042,1,6,No,No
772,31,Marketing,22,Medical,Laboratory Technician,High,29482,3,11,No,No
773,43,Human Resources,15,Technical Degree,Research Director,Low,37867,1,0,No,No
774,46,Research & Development,1,Life Sciences,Manager,Medium,40449,4,0,No,No
775,43,Finance,1,Medical,Research Scientist,Medium,49840,1,3,No,No
776,21,Human Resources,8,Medical,Research Director,Low,38182,1,0,No,No
777,29,Finance,1,Other,Healthcare Representative,High,104045,2,18,No,No
778,34,Marketing,17,Human Resources,Research Director,Low,19832,3,1,Yes,No
779,36,Human Resources,4,Marketing,Research Director,Low,52957,3,3,No,No
780,43,Sales,24,Marketing,Manager,Medium,35574,1,0,No,Yes
781,38,Finance,8,Life Sciences,Research Scientist,High,36354,3,3,No,No
782,23,Marketing,2,Technical Degree,Research Director,High,24190,2,2,Yes,No
783,40,Sales,1,Life Sciences,Manager,High,60456,3,0,No,Yes
784,43,Sales,8,Medical,Manager,Medium,50333,3,2,No,No
785,42,Sales,14,Medical,Research Director,Medium,55095,3,2,No,Yes
786,47,Sales,15,Marketing,Sales Executive,Low,39522,3,22,Yes,No
787,45,Human Resources,3,Technical Degree,Research Scientist,Low,30870,5,1,No,Yes
788,41,Human Resources,2,Human Resources,Human Resources,Medium,35126,5,3,No,Yes
789,36,Human Resources,1,Technical Degree,Research Director,Medium,45104,4,21,No,No
790,20,Marketing,11,Medical,Sales Representative,Medium,13322,1,7,No,Yes
791,41,Marketing,1,Human Resources,Sales Representative,High,56188,4,25,No,No
792,39,Marketing,5,Technical Degree,Healthcare Representative,Medium,122161,2,17,No,Yes
793,39,Research & Development,9,Technical Degree,Research Scientist,Low,46173,1,3,No,No
794,24,Marketing,27,Human Resources,Manager,Low,31556,2,5,Yes,Yes
795,26,Human Resources,3,Medical,Laboratory Technician,High,33502,2,0,No,No
796,47,Human Resources,2,Technical Degree,Manufacturing Director,High,51728,7,2,Yes,No
797,36,Research & Development,10,Human Resources,Research Scientist,High,31915,4,8,Yes,No
798,43,Research & Development,9,Other,Research Scientist,Low,56068,2,3,No,No
799,37,Marketing,4,Other,Research Director,High,33287,3,6,No,No
800,37,Finance,26,Medical,Research Director,Medium,85570,3,6,No,No
801,46,Research & Development,18,Human Resources,Manager,Low,84397,5,1,No,Yes
802,31,Sales,2,Other,Healthcare Representative,High,30789,4,10,No,No
803,37,Human Resources,2,Human Resources,Research Director,Medium,34873,1,3,Yes,No
804,32,Sales,7,Technical Degree,Manufacturing Director,Medium,35911,2,1,Yes,No
805,32,Human Resources,14,Medical,Manufacturing Director,Low,36153,2,10,No,Yes
806,33,Human Resources,1,Other,Healthcare Representative,Medium,22613,3,2,Yes,Yes
807,39,Research & Development,11,Technical Degree,Sales Executive,High,21086,3,6,No,No
808,32,Research & Development,10,Life Sciences,Sales Executive,Medium,67838,6,3,No,Yes
809,49,Sales,2,Life Sciences,Research Scientist,Medium,62623,0,2,No,No
810,28,Human Resources,11,Medical,Research Director,Low,62085,2,8,No,Yes
811,35,Sales,28,Other,Sales Representative,Medium,35077,2,4,Yes,No
812,32,Finance,1,Other,Human Resources,Medium,93527,2,2,No,No
813,51,Sales,3,Other,Healthcare Representative,Medium,35909,5,0,Yes,No
814,38,Marketing,5,Human Resources,Research Scientist,Medium,55906,0,11,No,No
815,47,Sales,22,Technical Degree,Sales Representative,Low,18136,2,0,Yes,Yes
816,22,Marketing,32,Other,Research Director,High,32374,1,9,No,No
817,39,Marketing,5,Technical Degree,Sales Representative,Medium,33593,4,2,No,No
818,45,Marketing,13,Medical,Sales Representative,Medium,35145,1,5,No,No
819,37,Finance,7,Other,Healthcare Representative,Medium,18718,2,12,No,Yes
820,47,Sales,7,Medical,Research Scientist,Medium,51634,1,0,No,No
821,31,Sales,3,Other,Manager,High,60736,4,4,No,No
822,51,Finance,2,Life Sciences,Manufacturing Director,High,25036,1,7,No,No
823,59,Human Resources,3,Marketing,Research Scientist,Medium,20462,2,7,No,No
824,33,Research & Development,8,Medical,Human Resources,High,24723,4,3,No,No
825,32,Sales,1,Other,Sales Representative,Medium,46525,3,4,No,Yes
826,51,Research & Development,23,Marketing,Manager,Low,26948,6,7,No,Yes
827,52,Finance,1,Medical,Healthcare Representative,Medium,33960,4,9,Yes,Yes
828,31,Human Resources,2,Human Resources,Laboratory Technician,Medium,21232,0,7,No,No
829,32,Human Resources,7,Other,Manufacturing Director,Medium,97698,1,2,No,No
830,34,Human Resources,12,Human Resources,Laboratory Technician,High,37669,1,28,No,No
831,23,Finance,1,Life Sciences,Research Director,Medium,64528,2,2,No,No
832,27,Marketing,3,Other,Laboratory Technician,High,46471,0,0,No,Yes
833,26,Marketing,34,Life Sciences,Sales Representative,High,35562,5,2,No,No
834,29,Research & Development,3,Marketing,Sales Representative,Medium,34654,5,0,No,Yes
835,36,Marketing,3,Medical,Sales Representative,Medium,25270,6,0,No,Yes
836,39,Marketing,18,Technical Degree,Sales Representative,Medium,28991,0,1,No,No
837,52,Human Resources,1,Life Sciences,Research Scientist,High,21940,2,0,No,Yes
838,27,Human Resources,6,Technical Degree,Laboratory Technician,Medium,20776,3,5,No,No
839,46,Research & Development,4,Technical Degree,Human Resources,Low,103072,2,0,Yes,No
840,34,Sales,3,Medical,Laboratory Technician,Medium,41750,5,1,No,Yes
841,36,Research & Development,3,Marketing,Research Scientist,Medium,75573,3,0,No,No
842,43,Research & Development,1,Medical,Human Resources,Low,24415,5,0,No,Yes
843,25,Finance,3,Other,Human Resources,Low,19422,2,1,No,No
844,40,Finance,1,Life Sciences,Manufacturing Director,Medium,22272,1,4,No,No
845,38,Research & Development,15,Technical Degree,Human Resources,Medium,29406,4,16,No,No
846,41,Research & Development,5,Medical,Laboratory Technician,Medium,36984,1,10,No,No
847,39,Research & Development,5,Medical,Sales Representative,Medium,33675,3,10,No,No
848,61,Marketing,22,Medical,Sales Representative,Low,24671,0,0,No,Yes
849,30,Finance,10,Life Sciences,Research Director,Medium,37943,2,1,No,No
850,31,Research & Development,1,Marketing,Manufacturing Director,Medium,39643,1,0,No,No
851,30,Human Resources,28,Medical,Laboratory Technician,Medium,51592,6,7,No,No
852,31,Human Resources,2,Life Sciences,Laboratory Technician,Medium,75751,2,0,No,No
853,30,Marketing,1,Technical Degree,Healthcare Representative,Medium,30274,3,4,No,No
854,48,Marketing,14,Other,Sales Executive,Low,66685,3,1,Yes,No
855,51,Sales,6,Human Resources,Laboratory Technician,Low,37532,0,1,No,No
856,31,Sales,5,Life Sciences,Manager,Low,16921,0,23,No,Yes
857,28,Sales,2,Human Resources,Laboratory Technician,High,88577,1,7,No,No
858,41,Marketing,7,Medical,Healthcare Representative,High,113127,0,9,Yes,No
859,31,Marketing,3,Medical,Human Resources,High,49491,2,4,No,No
860,43,Marketing,23,Life Sciences,Research Scientist,High,37982,2,10,Yes,No
861,39,Human Resources,2,Human Resources,Research Scientist,Medium,31707,5,5,No,No
862,21,Marketing,21,Medical,Manager,Medium,28796,1,14,No,No
863,52,Human Resources,8,Technical Degree,Manager,Medium,66526,3,1,No,Yes
864,54,Sales,17,Marketing,Research Director,Low,36003,1,4,No,No
865,30,Sales,12,Marketing,Research Scientist,Medium,83865,5,5,No,Yes
866,33,Sales,11,Medical,Human Resources,High,36954,0,2,Yes,No
867,39,Research & Development,3,Human Resources,Research Scientist,Medium,29549,2,10,No,No
868,40,Research & Development,2,Other,Sales Executive,Medium,26885,1,19,No,No
869,43,Finance,2,Medical,Research Scientist,Medium,25037,2,3,No,No
870,57,Finance,19,Other,Sales Representative,Medium,46961,2,2,No,No
871,35,Finance,17,Other,Research Director,Medium,19010,1,3,No,Yes
872,29,Research & Development,5,Human Resources,Healthcare Representative,High,24120,1,9,No,No
873,23,Research & Development,1,Other,Manager,Medium,70420,4,5,No,No
874,29,Finance,4,Technical Degree,Sales Executive,High,22532,4,0,No,No
875,36,Finance,9,Human Resources,Manager,Medium,55901,2,3,No,No
876,54,Marketing,6,Medical,Research Director,High,12945,0,0,Yes,No
877,31,Finance,15,Technical Degree,Laboratory Technician,Medium,74985,1,7,No,No
878,39,Marketing,50,Life Sciences,Sales Executive,Medium,19242,6,1,No,Yes
879,36,Human Resources,2,Marketing,Manufacturing Director,Medium,23430,1,3,Yes,No
880,48,Research & Development,6,Medical,Sales Executive,High,51030,5,8,Yes,No
881,62,Finance,5,Medical,Research Director,High,41572,1,0,Yes,No
882,31,Research & Development,3,Medical,Healthcare Representative,Low,56811,5,0,No,Yes
883,32,Research & Development,2,Technical Degree,Sales Executive,Low,19165,3,2,No,No
884,47,Research & Development,1,Life Sciences,Research Director,High,31463,1,1,No,No
885,43,Human Resources,21,Human Resources,Human Resources,Medium,26674,1,2,Yes,Yes
886,55,Sales,5,Life Sciences,Research Scientist,Medium,20845,3,31,No,Yes
887,42,Finance,6,Technical Degree,Human Resources,Medium,48920,5,8,No,No
888,33,Sales,24,Medical,Research Director,Low,58193,2,10,Yes,No
889,42,Sales,14,Marketing,Sales Representative,High,30686,1,13,No,No
890,48,Sales,1,Medical,Laboratory Technician,High,77757,0,2,No,No
891,45,Research & Development,8,Human Resources,Research Scientist,Medium,24517,2,1,No,No
892,42,Marketing,5,Other,Sales Representative,Medium,76821,6,1,No,Yes
893,47,Research & Development,15,Marketing,Healthcare Representative,High,48103,1,8,Yes,No
894,48,Research & Development,12,Medical,Manager,Low,19696,4,5,No,Yes
895,50,Sales,11,Marketing,Manufacturing Director,High,97808,4,1,Yes,Yes
896,43,Research & Development,4,Other,Research Scientist,Medium,29078,1,2,Yes,No
897,35,Sales,16,Life Sciences,Human Resources,Medium,66340,1,3,No,No
898,38,Marketing,1,Technical Degree,Laboratory Technician,High,39058,1,3,No,No
899,49,Finance,1,Medical,Sales Representative,Medium,43792,2,10,Yes,No
900,28,Sales,4,Human Resources,Research Director,Medium,56988,4,2,Yes,No
901,40,Marketing,1,Life Sciences,Research Scientist,Medium,55432,4,11,No,No
902,33,Finance,2,Medical,Manager,Medium,30605,2,2,No,No
903,37,Human Resources,17,Life Sciences,Research Director,Medium,47374,3,6,No,No
904,49,Sales,29,Human Resources,Sales Representative,High,45629,2,13,No,No
905,38,Sales,3,Medical,Laboratory Technician,High,40407,2,11,Yes,No
906,37,Human Resources,3,Other,Sales Executive,Medium,32805,4,0,No,No
907,23,Human Resources,3,Other,Manager,Medium,40367,1,1,Yes,Yes
908,44,Sales,3,Human Resources,Research Director,Low,97126,1,3,No,Yes
909,43,Human Resources,1,Marketing,Manager,Low,31334,1,2,Yes,No
910,58,Research & Development,26,Human Resources,Healthcare Representative,Medium,66389,3,5,No,No
911,33,Finance,2,Marketing,Research Director,High,26640,2,14,No,No
912,39,Finance,5,Medical,Research Scientist,Medium,23373,6,0,No,No
913,39,Finance,1,Marketing,Sales Executive,High,186875,2,3,Yes,No
914,52,Research & Development,19,Medical,Sales Executive,Low,47572,2,1,No,No
915,36,Human Resources,13,Medical,Manufacturing Director,Medium,48230,3,11,No,No
916,39,Marketing,29,Technical Degree,Manager,Medium,48903,3,16,No,Yes
917,43,Human Resources,15,Medical,Human Resources,Medium,73397,1,3,No,Yes
918,38,Sales,3,Marketing,Sales Executive,Low,44529,2,0,No,No
919,32,Finance,2,Technical Degree,Sales Executive,High,54617,2,7,No,No
920,38,Human Resources,11,Technical Degree,Healthcare Representative,Medium,21390,5,5,No,Yes
921,47,Marketing,4,Medical,Healthcare Representative,High,59394,3,2,No,No
922,26,Sales,8,Human Resources,Healthcare Representative,Medium,32261,3,10,Yes,Yes
923,38,Research & Development,1,Human Resources,Manager,High,50811,2,18,Yes,No
924,29,Research & Development,1,Other,Research Director,Medium,15404,4,4,No,Yes
925,48,Marketing,7,Technical Degree,Laboratory Technician,High,49766,0,4,No,No
926,21,Sales,8,Medical,Human Resources,Low,11837,1,1,No,Yes
927,31,Finance,13,Human Resources,Sales Executive,High,31635,3,4,No,No
928,40,Human Resources,1,Medical,Manufacturing Director,High,15478,2,2,No,No
929,52,Sales,7,Medical,Human Resources,Low,49837,2,1,No,No
930,36,Research & Development,2,Technical Degree,Research Director,Low,37595,4,0,No,No
931,31,Marketing,1,Other,Human Resources,Medium,24701,0,1,No,No
932,55,Marketing,5,Technical Degree,Sales Executive,High,74399,6,1,No,No
933,22,Human Resources,1,Life Sciences,Human Resources,Medium,23194,1,3,No,Yes
934,18,Marketing,2,Human Resources,Laboratory Technician,Medium,7977,3,4,No,No
935,41,Marketing,3,Human Resources,Human Resources,Low,46949,2,4,No,No
936,31,Sales,3,Human Resources,Sales Executive,Low,15013,1,2,No,No
937,26,Finance,1,Marketing,Sales Executive,High,23564,1,2,No,No
938,44,Human Resources,1,Medical,Human Resources,Low,28038,1,8,No,No
939,39,Sales,2,Technical Degree,Manager,Medium,17818,2,3,Yes,No
940,31,Finance,1,Human Resources,Manufacturing Director,High,28371,0,22,Yes,No
941,24,Sales,9,Life Sciences,Sales Representative,Medium,17986,0,2,No,Yes
942,45,Sales,3,Human Resources,Healthcare Representative,Medium,39387,4,5,No,No
943,43,Marketing,3,Other,Sales Representative,Low,19645,3,0,Yes,Yes
944,36,Finance,4,Medical,Research Director,Medium,36867,2,5,No,No
945,55,Human Resources,10,Medical,Research Director,Low,64926,0,9,No,No
946,26,Human Resources,20,Technical Degree,Sales Executive,High,53700,2,14,Yes,No
947,21,Finance,14,Marketing,Research Director,Medium,34861,0,29,No,No
948,30,Marketing,13,Technical Degree,Manager,Medium,22150,6,1,No,Yes
949,36,Research & Development,6,Human Resources,Manufacturing Director,Medium,39323,4,4,Yes,No
950,39,Sales,11,Other,Research Director,Low,25645,1,2,No,No
951,34,Marketing,8,Life Sciences,Laboratory Technician,High,40157,3,4,No,No
952,40,Finance,2,Technical Degree,Manufacturing Director,Medium,15403,5,0,No,No
953,24,Sales,2,Marketing,Manager,Medium,54373,5,9,No,No
954,51,Human Resources,3,Technical Degree,Sales Representative,Low,36923,3,12,Yes,Yes
955,36,Research & Development,24,Medical,Manufacturing Director,Medium,109563,3,2,No,No
956,48,Human Resources,7,Human Resources,Manufacturing Director,Low,69774,1,1,No,No
957,40,Finance,13,Human Resources,Sales Representative,Medium,48198,2,0,Yes,Yes
958,41,Sales,4,Human Resources,Manager,Medium,34132,2,5,No,No
959,42,Finance,5,Human Resources,Research Director,High,25215,5,1,Yes,No
960,41,Sales,1,Human Resources,Sales Executive,Medium,58174,1,12,No,No
961,43,Marketing,1,Human Resources,Sales Representative,High,32378,2,5,Yes,Yes
962,50,Research & Development,17,Life Sciences,Sales Representative,High,65132,1,5,No,No
963,38,Marketing,8,Marketing,Sales Representative,Low,44374,1,4,No,No
964,44,Marketing,4,Human Resources,Sales Representative,Medium,44533,3,0,No,No
965,36,Finance,16,Marketing,Research Director,Low,48886,1,13,No,No
966,51,Research & Development,2,Other,Human Resources,Medium,22929,4,4,No,No
967,30,Sales,37,Human Resources,Human Resources,High,21784,2,25,No,No
968,55,Sales,4,Technical Degree,Research Scientist,Medium,21410,3,3,Yes,Yes
969,36,Human Resources,4,Human Resources,Sales Representative,Medium,61313,2,6,No,No
970,22,Sales,3,Medical,Sales Representative,Medium,22632,3,0,No,Yes
971,38,Finance,1,Life Sciences,Manufacturing Director,Medium,24086,0,4,No,Yes
972,30,Marketing,1,Technical Degree,Human Resources,Low,47512,2,7,No,Yes
973,45,Marketing,10,Technical Degree,Research Director,High,32015,3,7,Yes,Yes
974,30,Marketing,20,Medical,Sales Executive,Medium,30034,3,7,No,No
975,32,Research & Development,15,Human Resources,Research Scientist,High,28759,3,1,No,No
976,18,Sales,1,Life Sciences,Research Scientist,Medium,11352,2,18,Yes,No
977,32,Finance,7,Technical Degree,Research Director,Medium,22394,2,26,No,No
978,18,Research & Development,1,Life Sciences,Sales Executive,Medium,65563,4,0,No,No
979,21,Human Resources,1,Technical Degree,Manufacturing Director,Low,27730,3,13,No,No
980,44,Finance,10,Human Resources,Healthcare Representative,Medium,14041,2,1,Yes,No
981,44,Finance,7,Other,Human Resources,High,21938,5,5,No,No
982,41,Finance,1,Technical Degree,Sales Representative,High,43474,3,2,Yes,Yes
983,27,Marketing,1,Other,Research Director,Medium,43045,2,17,No,No
984,36,Finance,45,Technical Degree,Human Resources,Medium,31346,3,0,No,Yes
985,36,Sales,1,Marketing,Sales Representative,Low,25729,2,3,No,No
986,25,Finance,5,Human Resources,Healthcare Representative,High,18013,1,2,Yes,No
987,52,Marketing,7,Medical,Healthcare Representative,Low,43655,1,1,No,No
988,45,Finance,1,Other,Manager,High,55211,3,5,No,No
989,34,Human Resources,1,Medical,Healthcare Representative,Medium,69178,2,0,Yes,No
990,37,Human Resources,4,Human Resources,Human Resources,Medium,20841,3,6,No,No
991,39,Marketing,14,Medical,Laboratory Technician,High,71880,4,19,No,No
992,18,Sales,7,Human Resources,Laboratory Technician,Low,35301,3,8,No,No
993,34,Sales,10,Medical,Sales Representative,Medium,36801,1,9,Yes,No
994,30,Research & Development,42,Other,Sales Representative,Medium,56771,2,2,Yes,No
995,26,Marketing,14,Marketing,Manager,Medium,27709,2,1,No,No
996,34,Finance,5,Medical,Laboratory Technician,Medium,12309,1,3,No,No
997,54,Marketing,5,Other,Sales Representative,Medium,51659,4,0,Yes,Yes
998,43,Research & Development,9,Technical Degree,Healthcare Representative,High,43229,2,14,No,No
999,31,Marketing,10,Human Resources,Sales Representative,Low,30329,2,0,Yes,Yes
1000,42,Marketing,6,Life Sciences,Research Scientist,High,49576,2,11,No,No
1001,50,Research & Development,10,Life Sciences,Manager,Low,54911,1,0,No,Yes
1002,46,Sales,1,Human Resources,Research Director,Medium,17051,2,8,No,Yes
1003,37,Finance,5,Marketing,Sales Executive,Medium,36726,3,0,No,Yes
1004,30,Research & Development,3,Medical,Manufacturing Director,Low,11628,2,0,Yes,No
1005,43,Human Resources,1,Marketing,Sales Executive,Low,34137,1,6,No,No
1006,40,Sales,1,Life Sciences,Sales Executive,High,30140,0,1,No,No
1007,45,Human Resources,9,Other,Research Director,Medium,46441,3,6,No,No
1008,43,Sales,7,Human Resources,Sales Representative,Low,21236,3,4,No,No
1009,47,Finance,2,Human Resources,Sales Executive,Low,29414,3,0,No,No
1010,31,Finance,6,Marketing,Research Scientist,High,7273,2,13,Yes,No
1011,50,Marketing,6,Other,Manufacturing Director,High,47990,5,3,No,No
1012,38,Human Resources,2,Marketing,Sales Executive,Medium,34745,4,6,Yes,No
1013,57,Sales,10,Medical,Laboratory Technician,Low,37934,4,3,Yes,No
1014,30,Finance,15,Technical Degree,Research Director,Medium,17210,1,4,No,No
1015,54,Research & Development,15,Other,Research Director,Low,44312,4,1,No,No
1016,38,Finance,9,Technical Degree,Research Director,Low,82981,1,1,No,No
1017,30,Research & Development,7,Medical,Manager,Medium,33108,3,3,Yes,Yes
1018,32,Sales,1,Technical Degree,Manager,Medium,50264,3,2,No,No
1019,33,Finance,3,Life Sciences,Healthcare Representative,Medium,23498,3,2,No,Yes
1020,41,Finance,1,Technical Degree,Human Resources,Medium,34946,1,5,No,No
1021,42,Sales,33,Medical,Manufacturing Director,High,16887,4,5,Yes,No
1022,31,Finance,1,Technical Degree,Sales Representative,High,53855,6,0,No,No
1023,36,Research & Development,1,Human Resources,Sales Executive,Medium,39336,4,2,No,No
1024,58,Finance,22,Marketing,Human Resources,Medium,19739,0,2,No,Yes
1025,54,Human Resources,28,Life Sciences,Sales Representative,Medium,24320,2,0,Yes,Yes
1026,41,Marketing,14,Human Resources,Human Resources,Medium,37441,1,1,No,No
1027,37,Research & Development,1,Human Resources,Sales Representative,High,57637,1,0,No,No
1028,38,Human Resources,1,Medical,Research Scientist,Medium,76096,3,27,No,Yes
1029,43,Sales,4,Marketing,Manager,High,33959,2,6,Yes,No
1030,26,Research & Development,1,Marketing,Manufacturing Director,High,18355,4,0,Yes,Yes
1031,34,Marketing,1,Other,Laboratory Technician,Medium,40914,2,0,No,No
1032,20,Marketing,6,Life Sciences,Research Scientist,Medium,88649,1,6,No,No
1033,40,Sales,28,Medical,Manager,Low,16133,3,2,No,Yes
1034,43,Sales,3,Life Sciences,Research Director,Medium,22532,2,7,No,No
1035,32,Research & Development,10,Other,Manager,Medium,49290,5,12,Yes,Yes
1036,52,Finance,10,Technical Degree,Human Resources,Medium,39214,1,4,No,No
1037,24,Sales,2,Human Resources,Healthcare Representative,High,27653,4,1,No,No
1038,22,Finance,10,Life Sciences,Research Scientist,Low,40540,4,7,No,Yes
1039,39,Human Resources,2,Human Resources,Research Director,Medium,59205,0,15,No,Yes
1040,47,Marketing,1,Medical,Human Resources,Medium,34573,2,4,No,Yes
1041,53,Finance,12,Technical Degree,Manufacturing Director,Medium,33090,4,5,No,No
1042,32,Marketing,1,Medical,Manager,Medium,48752,0,2,No,Yes
1043,47,Finance,50,Technical Degree,Research Director,High,31721,1,2,No,No
1044,36,Human Resources,2,Technical Degree,Human Resources,Medium,64296,1,6,Yes,Yes
1045,35,Sales,9,Human Resources,Healthcare Representative,Medium,100044,3,13,No,No
1046,45,Human Resources,5,Medical,Manager,Low,23237,1,4,No,No
1047,43,Sales,1,Medical,Manufacturing Director,Medium,19438,1,7,No,No
1048,21,Sales,1,Life Sciences,Healthcare Representative,High,43733,3,0,Yes,No
1049,51,Marketing,9,Medical,Sales Representative,Medium,19096,3,1,No,Yes
1050,50,Human Resources,16,Life Sciences,Human Resources,High,18933,7,3,Yes,No
1051,30,Finance,18,Marketing,Manager,Medium,13035,2,0,Yes,No
1052,40,Human Resources,6,Marketing,Manager,Low,29997,2,5,No,No
1053,41,Marketing,15,Marketing,Research Director,Low,35721,2,1,No,Yes
1054,39,Sales,11,Other,Manufacturing Director,Medium,28038,3,7,Yes,Yes
1055,31,Marketing,12,Medical,Laboratory Technician,Medium,72777,9,8,No,Yes
1056,30,Research & Development,6,Other,Sales Representative,High,70118,3,3,No,Yes
1057,36,Research & Development,10,Medical,Healthcare Representative,Medium,95265,2,0,Yes,No
1058,48,Finance,16,Life Sciences,Research Scientist,Medium,37170,2,5,No,No
1059,42,Marketing,5,Other,Research Scientist,Medium,65637,1,24,No,No
1060,33,Finance,16,Other,Manager,Medium,42379,2,4,No,No
1061,44,Finance,8,Other,Research Director,Medium,40303,2,0,Yes,No
1062,18,Research & Development,1,Technical Degree,Sales Executive,Low,28747,1,0,Yes,Yes
1063,48,Finance,1,Life Sciences,Manager,Low,11712,3,1,No,Yes
1064,19,Research & Development,4,Marketing,Research Scientist,Low,49943,1,1,No,Yes
1065,33,Sales,7,Life Sciences,Research Scientist,Low,64670,0,8,No,No
1066,25,Marketing,18,Technical Degree,Sales Representative,Low,16935,2,9,No,No
1067,24,Finance,1,Medical,Sales Executive,Medium,36139,6,1,Yes,No
1068,48,Research & Development,16,Life Sciences,Manager,Medium,59624,2,1,No,No
1069,32,Human Resources,19,Other,Sales Representative,High,30340,1,1,Yes,No
1070,40,Finance,1,Marketing,Research Director,Low,65943,1,11,No,No
1071,36,Sales,19,Marketing,Sales Representative,Medium,33855,3,3,No,Yes
1072,41,Sales,47,Medical,Manager,Medium,27928,1,5,No,Yes
1073,37,Human Resources,12,Life Sciences,Human Resources,Low,67856,2,2,No,Yes
1074,24,Research & Development,15,Technical Degree,Laboratory Technician,High,22768,1,4,No,No
1075,46,Finance,50,Medical,Manager,Low,25274,3,2,Yes,Yes
